id,sentence,label
20f89aaa-574a-4c00-aa00-48248cb55456,"Съветският съюз все още не се е разпаднал, но страните от Желязната завеса врят и кипят.",SUBJ
7f970756-ca22-4dd2-aa8c-7c745810ebc6,"Броят на мигрантите, които влязоха през 2015 г. в Европа заради войната в Сирия, вече е над 1 милион.",OBJ
eea6625b-2394-4436-8426-a442be559c38,"Да имате мнение е далеч по-лесно, отколкото наистина да знаете нещо, но само второто може да бъде някаква гаранция, че не тънете в индианско неведение.",SUBJ
9f2481c8-bf98-49bb-82d3-e4bf8e85c500,"Тоест, ще регресирате към средата, независимо дали сте пили антибиотик, билкова отвара, хомеопатичен препарат, греяна ракия, топла пикня или студена вода.",SUBJ
cfe8ca00-cb0b-4049-8519-0686099e66b4,"Навярно рускоговорящи латвийци или естонци (четвърт от латвийците и естонците са етнически руснаци) ще започнат да се бунтуват, да протестират за правата си, да твърдят, че са преследвани, да искат ""международна закрила"".",SUBJ
60500344-fe5f-4f23-885a-6cc04db3ffa0,"Ако алиансът не приложи член пети, гаранцията на НАТО за взаимна отбрана става на практика безсмислена.",SUBJ
7c14a132-2006-4c73-bec8-9cce5f13310e,Три години по-късно над Крим се вее руски флаг.,OBJ
9f08b242-b512-4ec9-8e45-ec1709aab689,Царичина трябва да е било едно от тези свещени места на планетата ни.,SUBJ
9d420030-341e-4349-97a1-5f923418cafe,Това не може да стане при днешната атмосфера на недоверие.,SUBJ
9964313b-5557-4e03-8e3d-68a4943a0746,"През 2015 година синът й и приятелката му Таня се сдобиват с дъщеря, която кръщават Катерина, на баба си.",OBJ
917e94d1-2a0a-47df-9d69-5f9d1bf27549,Катето позволил на Роберто да й направи ритуала восъколеене.,OBJ
75d8261a-cd43-43dd-aa80-5cac4f769fbb,Само по Гергьовден селото се пълни с коли.,SUBJ
c0c493c9-ace9-41dd-a2fb-f3e703d290ff,2354: Инцидент с изкуственото слънце ще доведе до суша.,SUBJ
290bd06e-a041-497f-adc8-2d447151a884,"2100: Слънце, създадено от човека, осветява тъмната страна на планетата.",SUBJ
5550b35d-4afd-4757-8b47-16ef08dd8309,"В следствие на топенето на ледовете множество наводнения ще се случат по света, а щом бедствието отмине и решим, че вече сме в безопасност, ни очакват още по-големи нещастия.",SUBJ
b33c436f-3ef4-4aae-b378-556f20666908,2271: Физическите закони ще се променят.,SUBJ
3869193e-5468-4ab4-a897-8b2a9227c87e,4308: Заради мутация хората най-накрая започват да използват по-голяма част от мозъка си: около 34 %.,SUBJ
3e69268e-ffe3-4356-b2f0-6b191f55889b,В жалкия лагер в Харманли не биха оцелели обикновени хора.,SUBJ
ce618692-fc39-4fa6-8d4c-77e9eaaa320a,"Ако днес при префуканото ни членство в ЕС и НАТО се страхуваме от шантаж, човек ще се почуди как сме оцелявали 1300 години.",SUBJ
6b5fa7af-45d7-49ed-a0ee-41cad6c670cd,От 2-ри Меркурий навлиза в Козирог.,OBJ
59b1c3ec-cfce-471e-9e1e-7d65c556c2f5,На 1-ви стартирайте паралелен бизнес.,SUBJ
207ea438-eeee-4d03-a94d-f3a921aaef01,Може да вземете решение за отделяне от родителите или децата.,OBJ
20a1576d-a77a-4968-80f7-0b4e7e1b5059,Не се обвързвайте с никого за нищо.,SUBJ
79720052-1807-4762-a954-cf2c01b0d4d7,"До вечерта колелото на съдбата ще се завърти, ще навлезете в рисков и неблагоприятен период.",SUBJ
f8e38c50-651a-445d-829c-de8ae40f7d25,Родените в третата декада може да открият и отдавна търсения обект за работа и живот.,SUBJ
027b9792-9b6c-409a-a787-6300ef70a011,"Вечерта е рискова за редените в първата декада, а на 30-и и останалите ще се поизпотят и ще изгубят контрол в една трудна ситуация.",SUBJ
c0255132-3f78-4d74-99ba-fa683b828596,"Това е моментът, след който наоколо вече ще се усеща Коледния дух.",SUBJ
09a92344-131d-4be5-be6a-1f8e081bc493,Така и в неделния ден ще постигнете максималното.,SUBJ
d078e43b-a5ad-47e3-a1ae-6c8797f27e4d,Добре е да се започне прочистваща диета до новолунието на 29-и.,SUBJ
f9067118-c41a-42ca-8acc-32b44a9fe9d0,Козирог 22 декември – 20 януари Сутринта на 26-и на пътя ви са заложени прегради.,SUBJ
8310416f-d909-4180-825a-2414e67ae11b,"Да държиш в ръцете си нещо, дошло от Космоса, е пулс на сърцето.",SUBJ
0d8c2421-0c99-45ca-ad3b-484b1d51ea71,"Шегата настрана, за всеки случай се огледахме.",OBJ
981a2dcf-341c-48dd-b955-449fec1c405b,"Ако има удар, парчета почти не остават, те се стапят.",OBJ
9b488e21-8012-418f-8cd3-89785b1f1acc,На дясната поляна има могила – да не се пипа!,SUBJ
272078a2-7e34-4b5f-9440-637adb954225,Ядене за камъни кой дава?,SUBJ
5f0f3066-e177-4f1f-a205-e014ce74b2b6,"Русия не си направи хара-кири и не пожела да й ръкопляскат ""духовните"" измамници!",SUBJ
a6d13b4a-c383-482e-904d-f337d932c581,А ако аз се бях подхлъзнал на тяхно място?,SUBJ
2ee79cd9-754d-44e6-96c2-eba1de42ff4d,И все повече православни свещеници придобиват смелост да се обявяват против това заболяване.,OBJ
8b56ac1f-39fc-4667-a932-8ecf03ffded2,"Горко ни, ако сме били империя!",SUBJ
fdf247bd-93ef-45df-935d-c5efedf83628,"Акциите и облигациите поскъпнаха – акциите заради реалния растеж, а облигациите заради понижаването на лихвените проценти и забавянето на инфлацията.",OBJ
5db5caf2-252b-435b-996e-85904797eb0e,"Когато Обама пое президентския пост, държавният дълг бе около 10 трлн. долара.",OBJ
6682be8a-fe63-4dab-adce-e2683134c16c,"Рецесията на Рейгън от 1981 г. продължи и през 1982 г., а след като приключи, икономиката се разрастваше в продължение на 7 последователни години.",OBJ
4cc59deb-fe6d-4bc4-8eb9-610223e6761d,"Първия си албум Лили Иванова издава по предложение на румънската фирма Electrecord през 1963 г., която е и първата дългосвиреща плоча на български изпълнител.",OBJ
7ccfcdf8-ba2e-4b28-a8e5-763cc0ab2414,"И е добро, и интересно, и естетически издържано, и провокиращо, и вдъхновяващо.",SUBJ
0f748cd8-f315-4d3c-84af-0914dfda6dfa,Все повече информация излиза от различните източници и рискуваме да бъдем сериозно изненадани.,SUBJ
18ca9e3d-3d44-4994-8760-fb189143dccc,Във Франция например назрява голямо неподчинение на народа.,SUBJ
e986d9f9-e16e-447e-9dcd-02342794a4e5,"Е, не беше предшестван от митинг-концерт на Орлов мост и 1-годишна телевизионна реклама, но референдумът се състоя.",SUBJ
1b83b75c-d69f-436d-8033-645ec3ec92d1,"Сигурно е платен, няма начин иначе да мисли по различен начин.",SUBJ
392d05f9-de78-4e91-9117-90d1358cab5f,"""Сега имаме едно невероятно откритие, което носи богата и интересна информация"", заяви кметът на Пловдив Иван Тотев.",OBJ
b65b1222-3fff-48cb-ba66-3149b1873ba0,"Скоро ми биха ваксина, скоро ще ми бият пак.",OBJ
caa62256-2e57-4a65-9fb7-217fd5ab655b,"Поредицата е написана в пет части и е сбор от разказите и спомените на различни по пол, професия, възраст и социално положение хора.",OBJ
c1f4c987-69f6-48af-9fc9-56514d8ce986,"Ежедневно хиляди хора биват убити по целия свят, а жертвите на изнудване и предателство, са безбройни.",SUBJ
070d6f94-0091-4296-8f63-579a09ffadcb,"За щастие, в нещастието на негова страна е военният министър Макнамара.",SUBJ
a9bba377-fbac-497a-bd65-45f5b7887683,"Добре, успяваме да неутрализираме площадките, но нервираме непредсказуемите руснаци, те ни удрят не от Куба, а от Казахстан.",SUBJ
2331b0ea-41a7-4f64-bace-602feba66a75,"Хрушчов пише незабавно писмо до Кенеди, в което клейми ""безумието на империалистическите изроди"".",OBJ
02f87ba6-a71c-4b46-9313-c9c42301cffb,"Такива като набедения за учен Стивън Хокинг дори да тичат срещу мене не могат да ме стигне"" - убеден е професорът.",OBJ
c2ef5487-75c6-4865-9596-648f02b89ffb,Дясното завършваше с лъвска лапа.,OBJ
f6c9233b-9613-4c72-82b4-e0b0e3fd1e02,Целите на турското самоволно нахлуване в пределите на тези суверенни държави бяха две.,SUBJ
ae05fd8e-4444-4cbc-9a31-0e2500816202,"Има ""здрава ръка"".",OBJ
a671b794-b6ad-4e9d-8871-8699d6c9f7c0,Те не заслужават това.,SUBJ
f5a8a0ab-9491-46b1-a73e-37028d8893b2,"Малко след като излязъл на свобода, умрял от рак...",OBJ
4c6c7174-cbf5-47e3-bf57-cbbee270ced2,"Думите й обаче още повече разпалили любопитството на тогавашната ни Първа дама към мистерията и тя възложила разплитането й на едно от най-доверените си лица - Кръстю Мутафчиев, по онова време шеф на отдел ""Културно наследство"", ексдипломат от Лондон и Делхи.",OBJ
2bb7445b-8e56-49d8-9739-8f6e3f510627,"Едната била права, а другата, приличаща на фараон, седяла върху трон.",OBJ
dd463cdc-3609-477d-b6b7-b9913d5f67ac,"Затова не повярвах, че тази жена се опита да ме предупреди.",OBJ
78f662f2-859c-43e2-b3b6-8db01b8d69e9,"Това стана след Общото събрание на БФХГ, на което досегашният президент Илиана Раева бе избрана за втори мандант с пълно мнозинство - 43 ""да"" от 43 гласували, а самата Нешка остана извън Управителния съвет.",OBJ
c70c99e6-742c-444f-8f9a-d4d4a9c5fa38,"8. ""Тръните на кактуса са листа, непозволяващи да се ебават с тях"" - Далай Лама.",SUBJ
315b8942-e027-4285-a768-a84be8ad36bd,"Премиерът Матео Ренци, който често влиза в разпри с Ангела Меркел за курса на Европейския съюз, заяви, че ако конституционните промени не бъдат приети, той ще си подаде оставката.",OBJ
1b217f8c-1967-42e6-af33-1e50e74d7944,Нормално е през този период на 100 кошера да има смъртност на 2 майки.,OBJ
db68d2c6-6980-4322-ab75-50e755f995bf,"Както стана въпрос в статията ""Буда в светлината на Христос"", работата на светлите сили е обща и разумна и последователна.",OBJ
8bbfd2fa-e369-4e54-baa6-864c93255e75,Преди това той е бил Бодхисатва.,OBJ
cf3c91f0-77db-48eb-b2b9-9bcff5b5c180,"Приятел, ти си стар човек, беден човек.",SUBJ
d6df032f-2cc3-4540-bc2c-7d050712addf,Едновременно с това пропагандата на Кремъл отклонява всяка критика към управлението на Русия.,SUBJ
c021ac33-b25f-4057-9cda-a0dd0c67d376,"Тоест, бяха «активирани» от него и в момента са готови буквално във всеки момент да провокират Трета световна война.",SUBJ
e4734134-195c-40cd-a956-618aab93810a,"Защото животите на всички са от значение — и в Европа, и навсякъде по света.",SUBJ
cb1cd5f3-13ed-4a66-af5d-1f1e64b53c6b,6) По всякакъв начин спъвайте работата на властта.,SUBJ
dd680aa1-3a92-4fee-b07b-3307ab395a90,"9) Винаги, когато можете, обърквайте обучението и доставките на противниковите сили; подкопавайте дисциплината им и парализирайте волята им за борба чрез потискаща музика, също така пращайте леки жени в лагера им и оставете падението им да достигне дъното.",SUBJ
15e3cce3-8229-4ae4-8bbb-912eab3ccfab,"След това избраното се преследва едностранчиво и същевременно се намира изкупителна жертва, която да бъде сочена с пръст и тя се превръща във виновник за собствения задръстен живот и лично безсилие.",SUBJ
1a0157d5-5587-42d1-900f-60f0afc6ffe0,"Представата, която ни се внушава от държавата и медиите е абсолютно същата: ние живеем в някакъв напълно външен свят.",SUBJ
60480948-20a6-4934-8e63-20fe33241d99,Европа не иска да се превърне в поредната статистика.,SUBJ
ccb081f3-2696-42c8-a19f-5769e1c6f70f,"Навъдиха се заведения, магазини ""колела на живота"" назовани с името Ванга - патентното ведомство вече е предприело мерки за тяхното издирване, санкциониране и затваряне"", коментира Драмов.",OBJ
b539908e-bd9f-417a-981d-54b199eaafa1,Фондацията успя да патентова името на Ванга в края на миналата година.,OBJ
f5bbaeb0-a8b4-4327-9ae8-d27f0e501660,"Самият хотел е разположен на територията на Национална спортна база ""Цар Самуил"".",OBJ
49dce4d7-15c9-42a1-85d0-0dbf91e77fef,Този символ съответства на мъжките характеристики и на елемента сяра (който от своя страна е свързван с огъня и слънцето) и божествената искра на човека.,SUBJ
7139c5dd-e2c0-44f6-9019-82d2f4b7673e,"От 1745 до 1746 г. живее като принц във Виенския двор, където го описват като ""забавен и много надарен"".",OBJ
62c56e92-15ff-499a-b04b-77b37cf4d7cb,"Човекът, представил се като Монтсалвери, се появява през 1618 г., използва думи като шоумен и телевизионер, разказва за компютри и притежава средство от 2000-та година – химикалка, молив или мастилен писец.",OBJ
b74d0a38-7556-4971-b047-5c160721ba90,Диамантите на колената и на катарамите на обувките му бяха за 200 000 франка.,OBJ
75480589-f336-4b52-98d6-143b587d257c,Между 1747 и 1756 г. той най-малко два пъти е посещавал Индия.,OBJ
56fef7c5-54b6-450f-afc3-53819a31880c,"Интересното в двете книги от Джефри Рей Кинг – мъжът, на който Сен Жермен се явил – е преди всичко това, че те засягат тема, която аз интерпретирах в книгата си ""Вътрешният свят"" под формата на роман.",SUBJ
f8e6a149-7f0d-4f30-b1a1-44bd2080b8a0,"В следващата глава ще Ви запозная с няколко извънредно чудати личности, съответно групи хора, през чиито чудотворни действия ще прогледнем към част от живота, от която, може би, мнозина са се дистанцирали.",SUBJ
0e318444-c9dc-4abe-87de-39f5cc31497e,"Как така хора ходят по горящи въглени, без да си изгарят краката?",OBJ
1c00006b-137a-4bcc-9d44-e6093db9c005,"В рамките на часове, ескалиращото противопоставяне ни отвежда на ядрен конфликт, който заплашва да отнеме живота на милиони хора.",SUBJ
927a62ab-113f-49ca-99b3-3484966edc12,"Думите на Тръмп са просто думи, докато тези на Обама означават война.",SUBJ
f38bf173-0f07-4e33-afcf-de154c602a96,"Първия път (както става обикновено), това беше трагедия.",SUBJ
608eed26-4014-425e-bf4a-cdb18951595b,"И във всяка от тези страни ""боклуците"" са мнозинство.",SUBJ
2c5d59e3-4a97-4eae-9b5f-24978223e58d,"Фейсбук плюс Гугъл правят от тази тривиална ситуация сериозен проблем за съвременната демокрация, защото експертите излизат от специализираните си издания и се впускат в един широк, необхватен, публичен дебат.",SUBJ
fca90305-b5ff-40ed-bf46-179af73ed2c9,"Той роди такива политически феномени като Сидеров, Симеонов, Бареков, Трифонов и има потенциал за много още; - Моделът ""КОЙ"": при него не става дума за формална симбиоза между партия и медия, а за договорености и обвързаности между политици и медийни магнати.",SUBJ
c503bab2-79d7-43ea-a433-0e2b7c1d7313,"Винаги ще има отделни експерти, които имат по-дълбоки познания по тези и други теми.",OBJ
8d9c1b4a-7525-4169-9058-5267284feae1,"Тези мнения трябва да са срещу експертния консенсус по дадена тема, срещу властта или срещу ""естаблишмънта"" най-общо.",SUBJ
00cd7be4-bbcf-4e14-89e5-11c7e66e2db4,"""Прочетох в Гугъл"" става аргумент за много хора, както е аргумент и ""всички в моя Фейсбук фийд смятат така"".",SUBJ
6f3fe180-e33d-4cec-8c19-2595a60ac4ee,"Окрилян от сбъднатите предсказания на Дядо Влайчо, Николай Грозев се среща с последните живи близки на светеца, събира негови вещи и подреждат кът на пророка.",OBJ
606f024c-45d1-4730-aee1-99c17c0ea958,По-късно предсказва с голяма точност и смъртта на вожда на партията Георги Димитров и от този момент започват неговите тегоби.,OBJ
86fd4297-cbd6-44d8-9021-13669baea133,"Кметът Николай Грозев, въодушевен от среща с Дядо Влайчо в последната година от земния му път, има решимостта и волята да съгради Дом на доброто в негова памет и прослава.",SUBJ
3a96e7df-6b86-40c8-86d0-3f6ecd8222fe,След това събитие и Людмила Живкова отива да го пита за съдбата на близките си.,OBJ
98e45356-cde1-431c-9160-d703b55f7cbf,На колко много хора е помогнал и какви предсказания е направил във времето малко се знае.,OBJ
d6200981-091c-4336-9699-2274402ed273,"Почти всички негови записки и предсказания са иззети по време на обиски в дома му в с. Коньово, Новозагорско.",OBJ
858caeea-30bf-4df2-9429-0dd2dd99e2d6,Преди години имаше много катастрофи по пътя от Асеновград към Смолян.,SUBJ
46057d71-7703-41c0-a714-3783a02fa608,След разбъркване се получава еднородна кашичка.,OBJ
94ff0930-857c-4a93-b31c-279b31ff0739,"Всъщност за това статукво сме си виновни самите ние и то няма да се промени с тази или онази избирателна система, нито с намаляването на броя на депутатите и техните субсидии.",SUBJ
fd47d2f1-534d-43de-8269-f43b1773b8f7,"""Ако ЕС и Еврозоната се разпаднат, ще има повторение на познатата ни трагична история на Европа и отново да се стигне до военен конфликт"", смята Юнкер.",OBJ
86d71a40-1aae-482c-9525-f11449ff7aac,"След това страната ще загуби своята водеща роля, прогнозира Джонсън.",OBJ
5e36394d-cf49-48c0-b6ea-adbbf408df91,"И са единствените на земята, които искат старото, ретроградното, убийствено червеното безвремие на комунистическата сатрапия и обичат нейните лидери – злодеите, дерибеите, бившите господари.",SUBJ
c5e68b72-7d31-4a3b-a0c9-651e590514c0,"Ако са го правили със задни цели, преследвайки успеха, пак са мамили.",SUBJ
11b58eae-c387-464d-b598-244b4b114511,"[21] Явно се смята за ляв такъв и за ""антикомунист"" едновременно.",SUBJ
fc683c0f-00e3-4555-a860-94ec5209eff3,Евреите нямат никаква причина да се противопоставят на фашизма.,SUBJ
f7db9661-c4fd-4a40-862f-d166ab31e416,"Това ще рече, че трябва да отдаваме всекиму онова, което му се полага.",SUBJ
06256b14-a5a7-40f7-89ae-052822ed62f6,"В люлките сядат жени, очакващи първата си рожба.",OBJ
27376d08-9a33-4d06-ba1a-2ac270afbfff,За Преподобна Стойна са разказвали мнозина.,OBJ
1efc95e5-0205-4a4e-9f99-71dfcb49cc9b,"Узнала датата на смъртта си, когато била шестгодишна и още не знаела какво е смърт.",OBJ
a1076ef8-9a8b-47f4-9f05-5fbd4e14593c,"Поверието гласи, че ако отправят искрената си молитва, докато се люлеят, Преподобна Стойна ще им помогне да станат майки.",OBJ
90a3cb6d-9dd1-4962-bc5f-398180cc2be2,"Пред вратата на стаичката с едно прозорче, освен купищата дарове – одеяла, китеници, завивки, бутилки с олио, има и няколко икони на Преподобна Стойна.",OBJ
8681a327-1a6e-4542-b6bc-ddf28c8b2b3f,"Желанието на някои да оставят инициалите си върху кората бива секнато от надписа: ""Нараняваш ли мен – нараняваш себе си"".",OBJ
44431289-5467-49f5-939f-8a35a1b9946b,"Младите ще забегнат, старите ще измрат.",SUBJ
d0a13e49-2e4b-4062-a9ec-1e3c95341952,България ще лети все по-надоле и по-надоле като на празен геран ведрото…,SUBJ
ff0fbf94-dd54-453b-8c9d-06aaa4785f59,Какво ще стане с България?,OBJ
65ce41a8-1381-46c7-a21d-dc4e2a6d317a,"Много кандидати идвали да я искат за жена, но тя връщала всички, докато един ден дошли голям брой черни хора, предвождани от своя цар, с явни намерения да не си тръгват без Странджа.",OBJ
0cfbfb04-c527-42bb-a9f2-2393bc4151c7,"Намира се в югоизточната част на страната и продължава в съседна Турция, като се простира на обща площ от 10 000 кв. км, бидейки сравнително ниска като височина.",OBJ
82b3125c-7345-4ca1-9b9f-3f5245b695df,"В западната част на Константинопол и до ден днешен съществуват т.нар. тракийски врати и тракийски площад, а повечето императори са били с български или тракийски имена, което ясно показва потеклото им.",OBJ
d71f54e0-a602-414c-92ef-b4260f4c1b89,"Данните, с които се сдобих, показват, че много е ограбено от иманяри през вековете; тази планина е пазила много съкровища и злато, но това само води на размисли, че има и много останало неразкрито, дълбоко скрито в недрата на земята.",OBJ
31c1ad79-10a2-41f6-a1ad-ecb2dd766d70,Безспорно най-голямата мистерия в областта обаче си остава т. нар гробница на Бастет.,SUBJ
6255ebc2-1772-4c98-aafb-dc6a09fc8c39,Той ще изнесе труповете от сцената.,OBJ
b7c5cbb2-3a6d-4f64-b27c-ac59db929747,"В ""Блиц"" пишат за Домусчиев: ""Златното момче на българския футбол"".",OBJ
39e7caf6-bd55-4311-a66f-aa5ea3d69696,Животът ми тотално се срина.,OBJ
10900a15-6b33-42bc-b27a-9a678fbea7e2,"Нашата цивилизация е толкова задръстила земята ни, затова скоро ние ще бъдем безсилни да променим това.",SUBJ
c82938eb-8539-4b6f-b529-8bf6ba2add7b,"Животът ме е ""хвърлял"" нагоре-надолу, като в същото време ме възнаграждава с огромен опит на човешките способности, страст и търпение.",OBJ
a1b34c2f-8efa-4ac2-b764-44e2581fe3a1,"Това бяха отделни части, които по някаква случайност, летяха в една и съща посока...",OBJ
7e76ffd6-b73c-4e45-81fa-2fab1a97c303,"За дерегулация на финансовите пазари просто не зависи само от него и се съмнявам че ще успее в степен, която би искал.",SUBJ
ddb0efaf-c411-46a1-9d5e-2050223f957c,"Ако не бяха точно тези мои съмнения, хич не ми пука кого са сложили американците на своя трон.",SUBJ
1792cbe2-4c22-4a23-b4bf-f35d2ca4db69,"Повечето от нас със сигурност са гледали ""Шифърът на Леонардо"" и/или са чели романа на Дан Браун.",SUBJ
3db155aa-0319-48d3-b5d4-f7b636e31024,Доста често те са източник на мистерии и интриги.,SUBJ
34cfc143-99b6-402a-bb22-139dedff9996,И им става все по-трудно да останат скрити.,SUBJ
692cd200-898e-44b7-b24a-052cb8d38e6d,"В своите пророчески видения тя го вижда като висок и красив, а най-интересното е, че преди да влезе в ясновидски транс, той се обвива в плащ от паунови пера.",OBJ
82a20d02-b618-442f-bdb9-7e747d965987,Труман нямал никакъв интерес да воюва с руснаците.,OBJ
0b2fcf78-a4eb-43f5-b2bd-fcee66fce81c,"Макар да е смятан за ""отчаян план, който може и да проработи"", защитна схема номер 1 е прекратена от началника на генералния щаб на армията Андю Макнътън с основанието, че Канада си има по-важни неща от това да се занимава със САЩ.",SUBJ
ed964848-47d5-4d07-8d2b-94c81546607e,Руснаците вече са понесли най-голямата загуба в историята си и са се издигнали от пепелта по-силни от всякога.,SUBJ
cdcd08ce-6045-45b5-ba03-5c8e2f377a56,Земната ми памет е кратка.,OBJ
37fd0afe-2a2e-4516-9662-61c8a6aaed41,"Екстрасенси разказват, че под Царичина се намира огромен кристал и ако той бъде достигнат, ще има страшни катаклизми по земята, а енергията му ще убие много хора.",OBJ
d2fc5f94-bf80-4812-8a85-e089b978b444,"Няма ли водеща, която поне веднъж да се замисли не само за тоалета и прическата си, а и за съдържанието на телевизионния продукт, който създава?",SUBJ
4387b890-60a9-4964-8dd0-beabf44c9411,"Може би, да възпитава българите в поръчания от САЩ псевдо-патриотизъм?",SUBJ
ea7f4d34-041d-47d4-b90e-68e70c47eb3f,"Камъкът, който служи като провирало, е изсечен и оформен като две дупки отгоре и встрани.",OBJ
96ae2731-4a18-4240-b820-14e443917907,"По тези места е имало живот още от новокаменната епоха - 7000-3000 г.пр.н.е., сочат събраните археологически данни.",OBJ
71bd05e7-f66d-4b62-bb75-3b56306f4b1f,"Ще стане бързо, тъй като не спират даренията по сметката в банката за благородното начинание на инициаторите.",SUBJ
6ae471a3-d1ec-4515-9c63-631c23d54b24,"Те са ""ръждясали"" или ""ръждиви"" поради неупотреба.",OBJ
0d82fcef-ddef-45f2-b347-fd867ce1ea6b,"Според Хейт, Тръмп е привлекателен за групите, които са се отцепили от състезаващите се помежду си групировки.",OBJ
97e2b816-7a67-4868-85fc-8fb5c04eeecb,Пример: Някой е публикувал банкова сметка за събиране на средства за някакво болно дете на стената си.,OBJ
4f6d3ab5-c2e0-400b-ab54-f0257b800438,"Шедьовърът е едно от най-хубавите предложения за подарък, който да поднесем на близките си за празника, а и във всеки един ден от годината.",SUBJ
66a435cb-4dfc-4baf-875b-7d6a3d68f99b,"Принципът е прост: когато и да се появи боен самолет на радара, то той е чужд, 'щото Македония бойни самолети няма...",SUBJ
83bd7e01-aea7-455d-85ba-abbffa302927,Нострадамус Нострадамус вижда конфликта между Русия и Украйна да приключи с подписването на споразумение.,OBJ
ec034bbd-f792-4b62-8497-94362fdf3bb6,"По този начин ще се произвежда по-значителната част от електроенергията, пише разкрития.ком.",OBJ
e5cb963b-f71e-4bd8-ae6c-dd0f090c12ae,Вече не изпитвам омраза към никого и нищо.,OBJ
c941cd6a-5d68-4ff6-a0d7-5f5719621190,Ротата се строява и получава заповед от командира: - Зал-еее-гни!,OBJ
3c58538b-a46a-45c6-9c0f-94a1496262f0,Те не съдържат никаква покана за участие или за даване на нови идеи й мнения.,SUBJ
3baa22e0-e4c8-4cd9-b4fb-e1fe299e45bc,"В Протоколите е отбелязано какво е трябвало да се направи, какво е направено до момента и какво остава да се направи.",OBJ
6ac2355d-0398-4225-9cda-f96f699098c0,"Той ми каза също, че текстът е превод от руска книга, публикувана през 1905 г. и по-късно забранена от Ционисткия конгрес в Базел.",OBJ
1fb3ec36-f4bb-4719-a006-70ae649659e5,Потова време цонисткото движение обединява малко евреи.,OBJ
c12a5cc4-2abc-451c-8daa-63c6dcaa2416,"Херман Бернщайн пише в Американ Хиброу"" (Ameri- can Hebrew) от 25 юни 1920 г.: ""Преди около година един представител на американското Министерство на правосъдието ми предостави препис на текст от професор Нилус, озаглавен ""Еврейската опасност"", и поиска моето мнение за тази работа.",OBJ
d818abd4-b845-4209-b8ff-5a543681164c,"Аз се опитвам да защитя принципите, в които вярвам, а именно оцеляването на семейството ми и на човешкия род, без да бъде манипулиран и контролиран.",SUBJ
76420671-a38e-44fe-8e8b-d6954465b3b6,И така страдание в продължение на 6-7 години.,SUBJ
